date,game_pk,game_datetime_utc,pitcher_id,pitcher,opp,is_home,season_k_pct,recent_k_pct,swstr_pct,opp_k_pct,opp_k_source,park_factor,matchup_k_pct,exp_bf,proj_ks_v0,proj_ks_v1,proj_ks_v2,proj_ks_ml,opp_lineup_json,line,over_odds,over_book,under_odds,under_book,n_books,p_over,novig_over,edge,ev_over,ev_under
2026-05-06,824683,2026-05-06T23:40:00Z,607067,Colin Rea,Cincinnati Reds,True,0.211,0.183,0.113,0.249,team,1.0,0.229,30.6,4.6,6.76,7.0,5.58,[],4.5,-130,betrivers,125,betmgm,7,0.827,0.548,0.279,0.462,-0.61
2026-05-06,824036,2026-05-06T20:07:00Z,700712,Walbert Ureña,Chicago White Sox,True,0.215,0.234,0.112,0.244,team,1.0,0.24,24.3,5.13,5.87,5.84,5.58,[],4.5,122,draftkings,310,betrivers,7,0.693,0.428,0.265,0.539,0.257
2026-05-06,824198,2026-05-06T18:10:00Z,607192,Tyler Glasnow,Houston Astros,False,0.326,0.339,0.133,0.27,lineup,1.0,0.368,24.1,7.62,7.22,8.86,5.34,"[{""id"": 694728, ""name"": ""Brice Matthews"", ""slot"": 1}, {""id"": 670541, ""name"": ""Yordan Alvarez"", ""slot"": 2}, {""id"": 670623, ""name"": ""Isaac Paredes"", ""slot"": 3}, {""id"": 572233, ""name"": ""Christian Walker"", ""slot"": 4}, {""id"": 701358, ""name"": ""Cam Smith"", ""slot"": 5}, {""id"": 805904, ""name"": ""Zach Cole"", ""slot"": 6}, {""id"": 701305, ""name"": ""Zach Dezenzo"", ""slot"": 7}, {""id"": 669699, ""name"": ""Braden Shewmake"", ""slot"": 8}, {""id"": 663967, ""name"": ""César Salazar"", ""slot"": 9}]",7.5,115,bovada,-132,draftkings,7,0.66,0.452,0.208,0.419,-0.402
2026-05-06,822740,2026-05-06T22:45:00Z,571945,Miles Mikolas,Minnesota Twins,True,0.15,0.169,0.081,0.223,team,1.0,0.156,27.4,3.62,4.26,4.28,7.22,[],3.5,125,betrivers,-143,draftkings,7,0.619,0.425,0.194,0.392,-0.352
2026-05-06,823063,2026-05-06T17:15:00Z,687075,Brandon Sproat,St. Louis Cardinals,False,0.217,0.217,0.099,0.221,lineup,1.0,0.205,25.6,5.0,5.32,5.23,6.5,"[{""id"": 802139, ""name"": ""JJ Wetherholt"", ""slot"": 1}, {""id"": 671056, ""name"": ""Iván Herrera"", ""slot"": 2}, {""id"": 676475, ""name"": ""Alec Burleson"", ""slot"": 3}, {""id"": 691023, ""name"": ""Jordan Walker"", ""slot"": 4}, {""id"": 669357, ""name"": ""Nolan Gorman"", ""slot"": 5}, {""id"": 691026, ""name"": ""Masyn Winn"", ""slot"": 6}, {""id"": 701675, ""name"": ""Nathan Church"", ""slot"": 7}, {""id"": 686780, ""name"": ""Pedro Pagés"", ""slot"": 8}, {""id"": 687363, ""name"": ""Victor Scott II"", ""slot"": 9}]",4.5,130,betmgm,135,betrivers,7,0.599,0.421,0.178,0.378,-0.058
2026-05-06,823141,2026-05-06T20:10:00Z,527048,Martín Pérez,Seattle Mariners,False,0.17,0.14,0.088,0.245,team,1.03,0.182,25.4,3.62,4.36,4.63,7.17,[],3.5,-115,draftkings,220,betrivers,7,0.679,0.521,0.158,0.27,0.026
2026-05-06,823550,2026-05-06T23:05:00Z,543135,Nathan Eovaldi,New York Yankees,False,0.225,0.211,0.161,0.226,team,1.0,0.254,25.1,5.05,5.52,6.36,6.08,[],5.5,210,betrivers,-114,fanduel,7,0.611,0.46,0.151,0.894,-0.27
2026-05-06,822740,2026-05-06T22:45:00Z,641927,Bailey Ober,Washington Nationals,False,0.185,0.197,0.096,0.227,team,1.0,0.19,23.2,4.36,4.44,4.42,4.33,[],3.5,-135,betmgm,116,fanduel,7,0.644,0.552,0.092,0.12,-0.23
2026-05-06,824118,2026-05-06T23:40:00Z,676282,Joey Cantillo,Kansas City Royals,False,0.248,0.236,0.118,0.226,team,1.0,0.24,20.9,5.6,5.11,5.02,5.8,[],4.5,-108,draftkings,-104,betrivers,7,0.563,0.5,0.063,0.085,-0.143
2026-05-06,823470,2026-05-06T22:40:00Z,554430,Zack Wheeler,Athletics,True,0.326,0.326,0.163,0.226,team,1.0,0.325,21.5,7.49,7.04,6.99,4.27,[],6.5,-102,draftkings,-105,bovada,7,0.548,0.491,0.057,0.086,-0.118
