date,game_pk,game_datetime_utc,pitcher_id,pitcher,opp,is_home,season_k_pct,recent_k_pct,swstr_pct,opp_k_pct,opp_k_source,park_factor,matchup_k_pct,exp_bf,proj_ks_v0,proj_ks_v1,proj_ks_v2,proj_ks_ml,opp_lineup_json,line,over_odds,over_book,under_odds,under_book,n_books,p_over,novig_over,edge,ev_over,ev_under,cal_p_over_v2,cal_edge_v2,cal_p_over_ml,cal_edge_ml
2026-05-28,823378,2026-05-28T22:40:00Z,607067,Colin Rea,Pittsburgh Pirates,False,0.188,0.171,0.104,0.236,team,1.0,0.19,26.9,4.17,5.12,5.12,,[],4.5,110,fanduel,170,betrivers,6,0.58,0.453,0.127,0.219,0.133,0.537,0.084,,
2026-05-28,824595,2026-05-28T18:10:00Z,663436,Davis Martin,Minnesota Twins,True,0.27,0.319,0.14,0.227,lineup,1.0,0.292,23.9,6.66,7.03,6.97,,"[{""id"": 621439, ""name"": ""Byron Buxton"", ""slot"": 1}, {""id"": 686797, ""name"": ""Brooks Lee"", ""slot"": 2}, {""id"": 663616, ""name"": ""Trevor Larnach"", ""slot"": 3}, {""id"": 665019, ""name"": ""Kody Clemens"", ""slot"": 4}, {""id"": 605137, ""name"": ""Josh Bell"", ""slot"": 5}, {""id"": 606115, ""name"": ""Orlando Arcia"", ""slot"": 6}, {""id"": 605170, ""name"": ""Victor Caratini"", ""slot"": 7}, {""id"": 656484, ""name"": ""Tristan Gray"", ""slot"": 8}, {""id"": 668952, ""name"": ""Ryan Kreidler"", ""slot"": 9}]",6.5,-120,draftkings,-105,fanatics,2,0.546,0.515,0.031,0.001,-0.114,0.527,0.012,,
2026-05-28,822896,2026-05-29T00:05:00Z,681293,Spencer Arrighetti,Texas Rangers,False,0.229,0.22,0.119,0.22,lineup,1.0,0.22,24.8,5.17,5.72,5.46,,"[{""id"": 592626, ""name"": ""Joc Pederson"", ""slot"": 1}, {""id"": 696030, ""name"": ""Alejandro Osuna"", ""slot"": 2}, {""id"": 607043, ""name"": ""Brandon Nimmo"", ""slot"": 3}, {""id"": 673962, ""name"": ""Josh Jung"", ""slot"": 4}, {""id"": 694497, ""name"": ""Evan Carter"", ""slot"": 5}, {""id"": 669394, ""name"": ""Jake Burger"", ""slot"": 6}, {""id"": 677649, ""name"": ""Ezequiel Duran"", ""slot"": 7}, {""id"": 543309, ""name"": ""Kyle Higashioka"", ""slot"": 8}, {""id"": 670032, ""name"": ""Nicky Lopez"", ""slot"": 9}]",5.5,130,bovada,-134,draftkings,5,0.465,0.44,0.025,0.069,-0.065,0.504,0.064,,
2026-05-28,824272,2026-05-28T17:10:00Z,656427,Jack Flaherty,Los Angeles Angels,True,0.257,0.296,0.106,0.239,lineup,1.0,0.29,21.1,6.27,6.53,6.11,,"[{""id"": 687263, ""name"": ""Zach Neto"", ""slot"": 1}, {""id"": 545361, ""name"": ""Mike Trout"", ""slot"": 2}, {""id"": 687093, ""name"": ""Vaughn Grissom"", ""slot"": 3}, {""id"": 624585, ""name"": ""Jorge Soler"", ""slot"": 4}, {""id"": 685133, ""name"": ""Wade Meckler"", ""slot"": 5}, {""id"": 666176, ""name"": ""Jo Adell"", ""slot"": 6}, {""id"": 624428, ""name"": ""Adam Frazier"", ""slot"": 7}, {""id"": 665861, ""name"": ""Sebastián Rivero"", ""slot"": 8}, {""id"": 622268, ""name"": ""Donovan Walton"", ""slot"": 9}]",6.5,112,fanduel,135,betrivers,6,0.411,0.459,-0.048,-0.129,0.384,0.488,0.029,,
2026-05-28,822896,2026-05-29T00:05:00Z,543135,Nathan Eovaldi,Houston Astros,True,0.238,0.239,0.171,0.211,team,1.0,0.224,26.1,5.49,5.84,5.84,,[],6.5,135,betrivers,125,draftkings,6,0.367,0.425,-0.058,-0.137,0.423,0.475,0.05,,
2026-05-28,824757,2026-05-28T20:10:00Z,801139,Payton Tolle,Atlanta Braves,True,0.28,0.248,0.139,0.221,lineup,0.96,0.252,20.3,6.14,5.07,5.12,,"[{""id"": 660670, ""name"": ""Ronald Acuña Jr."", ""slot"": 1}, {""id"": 643289, ""name"": ""Mauricio Dubón"", ""slot"": 2}, {""id"": 621566, ""name"": ""Matt Olson"", ""slot"": 3}, {""id"": 645277, ""name"": ""Ozzie Albies"", ""slot"": 4}, {""id"": 663586, ""name"": ""Austin Riley"", ""slot"": 5}, {""id"": 671739, ""name"": ""Michael Harris II"", ""slot"": 6}, {""id"": 622761, ""name"": ""Jorge Mateo"", ""slot"": 7}, {""id"": 642086, ""name"": ""Dominic Smith"", ""slot"": 8}, {""id"": 506702, ""name"": ""Sandy León"", ""slot"": 9}]",5.5,175,betrivers,-106,draftkings,5,0.405,0.472,-0.067,0.113,0.157,0.486,0.014,,
2026-05-28,824834,2026-05-28T22:35:00Z,571578,Patrick Corbin,Baltimore Orioles,False,0.168,0.144,0.099,0.242,team,1.0,0.171,21.5,3.65,3.67,3.67,,[],3.5,280,betrivers,130,bovada,6,0.5,0.575,-0.075,0.902,0.149,0.514,-0.061,,
2026-05-28,823378,2026-05-28T22:40:00Z,694973,Paul Skenes,Chicago Cubs,True,0.28,0.287,0.128,0.216,lineup,1.0,0.271,22.4,6.51,5.94,6.08,,"[{""id"": 691718, ""name"": ""Pete Crow-Armstrong"", ""slot"": 1}, {""id"": 663538, ""name"": ""Nico Hoerner"", ""slot"": 2}, {""id"": 683737, ""name"": ""Michael Busch"", ""slot"": 3}, {""id"": 608324, ""name"": ""Alex Bregman"", ""slot"": 4}, {""id"": 664023, ""name"": ""Ian Happ"", ""slot"": 5}, {""id"": 673548, ""name"": ""Seiya Suzuki"", ""slot"": 6}, {""id"": 694208, ""name"": ""Moisés Ballesteros"", ""slot"": 7}, {""id"": 665804, ""name"": ""Miguel Amaya"", ""slot"": 8}, {""id"": 621020, ""name"": ""Dansby Swanson"", ""slot"": 9}]",6.5,100,fanduel,150,betrivers,5,0.406,0.483,-0.077,-0.188,0.485,0.487,0.004,,
2026-05-28,824272,2026-05-28T17:10:00Z,680570,Grayson Rodriguez,Detroit Tigers,False,0.215,0.215,0.0,0.218,lineup,1.0,0.209,21.7,4.95,4.74,4.53,,"[{""id"": 690993, ""name"": ""Colt Keith"", ""slot"": 1}, {""id"": 805808, ""name"": ""Kevin McGonigle"", ""slot"": 2}, {""id"": 693307, ""name"": ""Dillon Dingler"", ""slot"": 3}, {""id"": 682985, ""name"": ""Riley Greene"", ""slot"": 4}, {""id"": 679529, ""name"": ""Spencer Torkelson"", ""slot"": 5}, {""id"": 656716, ""name"": ""Zach McKinstry"", ""slot"": 6}, {""id"": 663837, ""name"": ""Matt Vierling"", ""slot"": 7}, {""id"": 672761, ""name"": ""Wenceel Pérez"", ""slot"": 8}, {""id"": 668670, ""name"": ""Jake Rogers"", ""slot"": 9}]",5.5,114,draftkings,295,betrivers,5,0.302,0.462,-0.16,-0.353,1.756,0.454,-0.008,,
2026-05-28,824834,2026-05-28T22:35:00Z,605135,Chris Bassitt,Toronto Blue Jays,True,0.153,0.161,0.101,0.187,lineup,1.0,0.13,26.1,3.59,3.52,3.38,,"[{""id"": 543807, ""name"": ""George Springer"", ""slot"": 1}, {""id"": 664770, ""name"": ""Nathan Lukes"", ""slot"": 2}, {""id"": 665489, ""name"": ""Vladimir Guerrero Jr."", ""slot"": 3}, {""id"": 662139, ""name"": ""Daulton Varsho"", ""slot"": 4}, {""id"": 672960, ""name"": ""Kazuma Okamoto"", ""slot"": 5}, {""id"": 660821, ""name"": ""Jesús Sánchez"", ""slot"": 6}, {""id"": 676391, ""name"": ""Ernie Clement"", ""slot"": 7}, {""id"": 665926, ""name"": ""Andrés Giménez"", ""slot"": 8}, {""id"": 678218, ""name"": ""Brandon Valenzuela"", ""slot"": 9}]",3.5,130,betmgm,320,betrivers,5,0.438,0.6,-0.162,0.008,1.359,0.496,-0.104,,
